epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.5871287425172729,0.7646343581726593,0.5016409752604836,3.621354345309487,0.13636363636363635,0.16634241245136186,0.000998458666866564,100.4878830909729
2,0.49562663380855776,0.8000694806322738,0.5941215734832108,0.44074643273768055,0.8221690590111643,0.6477137632286336,0.0009938441702975688,87.91127014160156
3,0.42954517833905353,0.8384575299635226,0.7052396282258802,1.2232943930003295,0.7145135566188198,0.3830673704607418,0.0009861849601988382,85.58906626701355
4,0.4207669096117697,0.838631231544207,0.7103234225592341,0.4745083474205061,0.835725677830941,0.7199001600141067,0.0009755282581475767,85.39639735221863
5,0.3617227384877201,0.8532221643216953,0.7590241619208045,0.40100850237376,0.8452950558213717,0.6929858051955471,0.0009619397662556432,83.75194787979126
6,0.34589221587979546,0.8622546465172833,0.788596461453526,0.3966590805312298,0.8460925039872408,0.6918405409245927,0.0009455032620941838,87.68343782424927
7,0.30139591715827424,0.8791036998436685,0.8382854973243041,1.4981720802601444,0.32854864433811803,0.4482077357970215,0.000926320082177046,92.6579282283783
8,0.2946472392637986,0.8796248045857217,0.8404804752152297,0.8072587312882442,0.8476874003189793,0.6947978260277912,0.0009045084971874736,86.1982855796814
9,0.26774425063827745,0.8921313183949974,0.8640811130840855,1.9092717117866118,0.3349282296650718,0.48243075904603205,0.0008802029828000154,91.75005149841309
10,0.2329551282055535,0.9044641306235887,0.8837678954692327,0.5334758888792687,0.6810207336523126,0.7684232978350626,0.0008535533905932736,100.5811927318573
11,0.22431760582220686,0.9119332985930172,0.8954936073202981,0.9995944551674967,0.7416267942583732,0.445292556679847,0.0008247240241650918,90.17944693565369
12,0.1933499669860961,0.9218342886920271,0.9111585332876638,0.886369434864137,0.689792663476874,0.7779877669487336,0.0007938926261462365,97.58652782440186
13,0.16916876685004362,0.9324300851137746,0.925013894482761,0.9036588526316991,0.8596491228070176,0.7168264267459221,0.0007612492823579742,105.08129978179932
14,0.12440563299619885,0.9541427826993225,0.9509390904737184,0.3392048467710418,0.868421052631579,0.8873178687441873,0.0007269952498697732,98.50983381271362
15,0.1072009205546399,0.9564009032482196,0.9533438210048379,0.3501887491831869,0.8907496012759171,0.8522596191258093,0.0006913417161825447,92.99206256866455
16,0.0890477446475873,0.9661281917665451,0.9636681305077983,2.2978018374836746,0.835725677830941,0.6909888926625191,0.0006545084971874736,92.0472617149353
17,0.0735660306869933,0.9734236581552892,0.9715236372172,0.49075058097600427,0.8588516746411483,0.8808318384160521,0.0006167226819279527,99.65208005905151
18,0.034419759717152436,0.9888830988361994,0.9885163561822892,3.4608199829289634,0.6228070175438597,0.2843007963539836,0.0005782172325201154,90.36025500297546
19,0.049110273605567495,0.9814139308667709,0.9806870393660483,2.0904735105207863,0.8508771929824561,0.7097192764485548,0.0005392295478639224,94.51060724258423
20,0.030877389559263113,0.9900990099009901,0.9898144969116812,1.5273316177928589,0.8516746411483254,0.7109103976091626,0.0004999999999999999,95.87555503845215
21,0.01808174165049547,0.9946152509987841,0.9944605158642477,0.6288043831174026,0.9122807017543859,0.8896971509495368,0.0004607704521360775,96.74793601036072
22,0.022553115595563722,0.9918360257078339,0.9915937435376694,0.3566243057453465,0.9003189792663477,0.9090234384352032,0.0004217827674798846,100.39335417747498
23,0.035456699159029346,0.9861038735452493,0.9857110842239618,0.9561928512950478,0.8827751196172249,0.791959406810092,0.0003832773180720472,95.43899846076965
24,0.008985549644889807,0.9980892826124718,0.9980361704489784,0.26446688822524334,0.9330143540669856,0.9171052631578948,0.0003454915028125262,95.29543542861938
25,0.0032777441473425713,0.9996525968386313,0.9996434277962014,0.38283620148424663,0.9401913875598086,0.9197135982158577,0.00030865828381745506,93.57298064231873
26,0.002510942548719834,0.9998262984193156,0.9998216327132918,0.3071572811165919,0.9441786283891547,0.9282470889718113,0.0002730047501302265,91.99632859230042
27,0.0016094896179135836,1.0,1.0,0.2433287386630978,0.9282296650717703,0.9207942193675889,0.0002387507176420255,94.57841086387634
28,0.0027108277681217163,0.9996525968386313,0.9996431028551772,0.3127319827769368,0.9449760765550239,0.9290736336688344,0.0002061073738537634,103.92115497589111
29,0.002202926224421518,0.9998262984193156,0.9998216327132918,0.27110650272088227,0.9433811802232854,0.93119438606036,0.00017527597583490815,91.76713538169861
30,0.0009124248333524285,1.0,1.0,0.25596013850374144,0.9465709728867624,0.9350707586766778,0.0001464466094067262,91.1212055683136
31,0.0009021540622327031,1.0,1.0,0.20552164945199425,0.9393939393939394,0.9316239316239316,0.00011979701719998447,93.23600029945374
32,0.0013317224008350043,0.9998262984193156,0.9998214700408162,0.2583402177638069,0.9457735247208932,0.9346015944657696,9.549150281252627e-05,105.96324157714844
33,0.0009120937394111215,0.9998262984193156,0.9998216327132918,0.2890299801808463,0.9417862838915471,0.9273858423333908,7.367991782295387e-05,107.2145311832428
34,0.0008213361467715294,1.0,1.0,0.2425190556888624,0.9417862838915471,0.9306637228048615,5.4496737905816076e-05,107.04887247085571
35,0.0008376058340012776,1.0,1.0,0.2390595814165303,0.9417862838915471,0.9319985536822881,3.806023374435661e-05,106.62985491752625
36,0.0007355505628800882,1.0,1.0,0.2606438406384168,0.9425837320574163,0.9304029304029304,2.447174185242322e-05,105.91065073013306
37,0.0009005885953407988,0.9998262984193156,0.9998216327132918,0.25153668470806084,0.9417862838915471,0.9310040355426219,1.3815039801161714e-05,2399.2221426963806
38,0.0014109709807054445,0.9996525968386313,0.999642777105599,0.24538973248270102,0.9433811802232854,0.9325633468376051,6.155829702431168e-06,16525.268739700317
