epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.8356290204006909,0.6968907417057495,0.3205559764833507,0.5949315288040247,0.7767145135566188,0.547919239884095,0.000998458666866564,40.334681272506714
2,0.5262663234112597,0.7957269411151642,0.5714281632487693,0.5283639680065416,0.8229665071770335,0.6495248564214081,0.0009938441702975688,17.907266855239868
3,0.45426249854034983,0.8224769845405593,0.6455622385393736,0.4300912196794005,0.8580542264752791,0.7138997237899034,0.0009861849601988382,17.701212167739868
4,0.39877827347246375,0.8447107868681605,0.7154583365537575,0.4254450519380577,0.8548644338118022,0.7106367421328051,0.0009755282581475767,17.55442762374878
5,0.309633249010252,0.8865728678130971,0.8339428992679123,0.5051801730544444,0.7910685805422647,0.7773968073107951,0.0009619397662556432,17.951887369155884
6,0.28187957291638704,0.8923050199756818,0.8413474861440384,0.38242849065926654,0.8429027113237639,0.7501447689244632,0.0009455032620941838,18.012434720993042
7,0.256315045756289,0.9048115337849575,0.8725081106929758,0.28323444952086163,0.9066985645933014,0.854257818082367,0.000926320082177046,17.883795738220215
8,0.2441513590283002,0.9044641306235887,0.874345198373095,0.25728471488045734,0.9011164274322169,0.849414982278809,0.0009045084971874736,18.33845591545105
9,0.21342711764862912,0.9152336286260205,0.8936489325666924,0.2391435939430941,0.9106858054226475,0.8782782782782782,0.0008802029828000154,17.954766511917114
10,0.18642262884865252,0.9253083203057147,0.9123223603257038,0.19855516882757382,0.9242424242424242,0.9010905831533323,0.0008535533905932736,18.818433046340942
11,0.1752665783353868,0.9263505297898211,0.9139160198995255,0.2760408644709644,0.9346092503987241,0.9118286852694534,0.0008247240241650918,18.29799485206604
12,0.1547619533133482,0.9404203578252562,0.9327511627360522,0.2255999721624581,0.8987240829346093,0.8879895091707719,0.0007938926261462365,17.987962245941162
13,0.13534129439065787,0.948931735278791,0.9422481723857508,0.17933968202830358,0.9250398724082934,0.911685306105921,0.0007612492823579742,17.82981562614441
14,0.12143237320021952,0.9532742747959007,0.94806352578257,0.17384706242188241,0.9234449760765551,0.9060005901156132,0.0007269952498697732,17.733428955078125
15,0.11636957091492706,0.9562272016675352,0.9531233485996125,0.36809403835082843,0.9250398724082934,0.9029415924021473,0.0006913417161825447,17.72353982925415
16,0.11847055516392899,0.9529268716345318,0.949013464395789,0.2738892917381674,0.8851674641148325,0.8770840836262435,0.0006545084971874736,17.850759267807007
17,0.0788322205003173,0.9689074170574952,0.9668483767409957,0.4457866673014666,0.8125996810207337,0.848968608328829,0.0006167226819279527,17.64739751815796
18,0.07713774315636254,0.9718603439291298,0.9698250987798677,0.3034052277199977,0.84688995215311,0.8690354989844447,0.0005782172325201154,17.679508209228516
19,0.06801118547171588,0.9756817787041862,0.9744780158127331,0.21716011077090594,0.8995215311004785,0.9072969772328523,0.0005392295478639224,17.70434069633484
