epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.693714888653491,0.7425742574257426,0.4650825436063488,0.5299195369655055,0.8572567783094099,0.7130127948482561,0.000998458666866564,51.07204008102417
2,0.472480082058422,0.8134445023449713,0.6191731877258333,0.9433258796421562,0.7073365231259968,0.37882365298722176,0.0009938441702975688,45.83462619781494
3,0.3999470605221974,0.8335938857043599,0.6807283524319567,1.6070905587794868,0.7304625199362041,0.532149472784269,0.0009861849601988382,44.13274264335632
4,0.3424907026656162,0.8601702275490707,0.7795582671180592,0.6791499369801922,0.810207336523126,0.6222752948931181,0.0009755282581475767,44.471375465393066
5,0.28895962746923576,0.8811881188118812,0.8414145780907284,0.6258743134440213,0.7312599681020734,0.6818254972346401,0.0009619397662556432,47.67489767074585
6,0.2675390464316977,0.8936946326211569,0.8677788048926706,0.9426430390558148,0.6754385964912281,0.5427642799647623,0.0009455032620941838,46.43192911148071
7,0.24613413643832835,0.8992530832030572,0.8746142573311639,0.5218332090930853,0.8716108452950558,0.7635318792452866,0.000926320082177046,46.491146087646484
8,0.2525029901272103,0.9029008163974293,0.8577664343939367,0.5132080739077353,0.886762360446571,0.8275921017542941,0.0009045084971874736,45.89386510848999
9,0.14600535499704304,0.9471947194719472,0.9422830431279069,0.24838946530908462,0.8923444976076556,0.8749742820390423,0.0008802029828000154,44.58549189567566
10,0.15883479580032095,0.9402466562445718,0.9339334524861701,1.0530274188831996,0.715311004784689,0.7466349314330432,0.0008535533905932736,45.15657639503479
11,0.12113756968062102,0.9529268716345318,0.9492137856561196,0.4358851502770543,0.8660287081339713,0.8619844775775221,0.0008247240241650918,44.759071350097656
12,0.06451431066781381,0.9791558103178739,0.9776690377622151,0.2902065334869042,0.9322169059011164,0.9131142359499936,0.0007938926261462365,45.34085154533386
13,0.051060058340878046,0.9831509466736147,0.9826983731893043,0.9666423068975615,0.810207336523126,0.7957850368809273,0.0007612492823579742,48.599117279052734
14,0.05009531124776615,0.9841931561577211,0.9838127666486316,0.21234657401688756,0.9090909090909091,0.9073936837304755,0.0007269952498697732,44.98859262466431
15,0.07804647220704049,0.9772450929303457,0.965149585512376,0.35490750539259713,0.9043062200956937,0.8853125406107862,0.0006913417161825447,45.31674242019653
16,0.048366163021727776,0.9845405593190898,0.9811848434624163,0.3749336836270962,0.9098883572567783,0.8962181497392765,0.0006545084971874736,46.01937007904053
17,0.03011958306341126,0.9911412193850964,0.9906751977802287,0.604039237198788,0.8907496012759171,0.8327008823962615,0.0006167226819279527,47.84557366371155
18,0.02690660496761957,0.9914886225464652,0.9910406504606843,0.41940918094502105,0.8947368421052632,0.8857923497267759,0.0005782172325201154,44.92959952354431
19,0.020134567519119573,0.9937467430953622,0.993581700331625,0.435591432881922,0.919457735247209,0.902121591437977,0.0005392295478639224,45.55897068977356
20,0.02182483018015343,0.9930519367726246,0.9925244662967341,0.48931305671964836,0.8947368421052632,0.8755448222246115,0.0004999999999999999,46.054718255996704
