epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.8957602467207224,0.6735466116271069,0.26206326680500175,0.6559903829862056,0.7878787878787878,0.5921171748310889,0.000998458666866564,29.235297441482544
2,0.5356049381727036,0.7794977640178878,0.5399761628789447,0.49920985164444603,0.8492822966507177,0.697764417650653,0.0009938441702975688,1.5285704135894775
3,0.4811618178416496,0.8145854833161335,0.6492699682670203,0.4671647279171282,0.8429027113237639,0.6859052673030573,0.0009861849601988382,1.5689482688903809
4,0.4467561633922326,0.826969384244926,0.6872177921479276,0.41913686264336014,0.8636363636363636,0.7241379310344828,0.0009755282581475767,1.5695936679840088
5,0.42245232320791426,0.8310973512211902,0.7016784357362987,0.4041610337092736,0.8636363636363636,0.7241379310344828,0.0009619397662556432,1.553717851638794
6,0.3704150563505125,0.8522531819745442,0.7640510821409078,0.40592140044892233,0.8349282296650717,0.6947120285423038,0.0009455032620941838,1.5598087310791016
7,0.30709056668483314,0.8814929480564155,0.8356475828352592,0.31722427058543123,0.905103668261563,0.8491723994163018,0.000926320082177046,1.5663104057312012
8,0.2785946819681378,0.892328861369109,0.8562869708738964,0.3181359350586242,0.8875598086124402,0.828507685960401,0.0009045084971874736,1.5450139045715332
9,0.2723048743223217,0.89250085999312,0.8594055099455321,0.33950801247187207,0.8716108452950558,0.7802643744359732,0.0008802029828000154,1.5513410568237305
10,0.26036816916393585,0.8969728242174062,0.8674604222737097,0.2749409672805662,0.8843700159489634,0.8194315674686526,0.0008535533905932736,1.5609488487243652
11,0.25559013111611023,0.8962848297213623,0.8667009585845736,0.27024397250796645,0.9019138755980861,0.8486982840710757,0.0008247240241650918,1.57509446144104
12,0.2477912402692266,0.8971448228414173,0.8678241812584386,0.24892498628849807,0.8843700159489634,0.8189757840412862,0.0007938926261462365,1.5820765495300293
13,0.2116202530241275,0.911936704506364,0.8936806091346191,0.17292827185305754,0.9290271132376395,0.9041525850036489,0.0007612492823579742,1.56837797164917
14,0.1872951263900799,0.9227726178190574,0.9127804140096059,0.3356830645605114,0.8915470494417863,0.8182754177509629,0.0007269952498697732,1.547579050064087
15,0.19111030861238126,0.9269005847953217,0.9174962235483558,0.1554671171332221,0.9338118022328549,0.9226490278371275,0.0006913417161825447,1.5408892631530762
16,0.1681095840781671,0.9353285173718611,0.930904996673224,0.12466790905427277,0.9545454545454546,0.9408123047518826,0.0006545084971874736,1.5395097732543945
17,0.15120540718709147,0.9435844513243894,0.9401866721348587,0.1443165690805971,0.9513556618819776,0.9484820155303849,0.0006167226819279527,1.5545639991760254
18,0.14452879263346327,0.9430684554523564,0.9391563692356291,0.20651573827081735,0.9409888357256778,0.9266874504099166,0.0005782172325201154,1.592050313949585
19,0.13995031245106637,0.9456484348125215,0.9428639618138425,0.14171167709931518,0.9465709728867624,0.9456740335323081,0.0005392295478639224,1.7670116424560547
20,0.1378438741501804,0.9471964224286206,0.9451334509112287,0.1683640922995305,0.9417862838915471,0.9213835809580491,0.0004999999999999999,1.6985981464385986
21,0.1191832554332161,0.9557963536291709,0.9536406410882873,0.1237928422392187,0.9585326953748007,0.9481364829396326,0.0004607704521360775,1.708404779434204
22,0.10495407903060128,0.9609563123495012,0.9598730707248592,0.07036932025095849,0.981658692185008,0.9788762605664014,0.0004217827674798846,1.6999104022979736
