epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.88713962678303,0.6725725204099358,0.2544786776514302,0.6874854800423557,0.7272727272727273,0.41125069797131886,0.000998458666866564,33.754971742630005
2,0.5348217622654418,0.7821782178217822,0.5274486429152296,0.526713086895205,0.810207336523126,0.6244589708904064,0.0009938441702975688,12.937332391738892
3,0.46928256682809577,0.822303282959875,0.64329799305364,0.4850964685708902,0.8125996810207337,0.6271751072048766,0.0009861849601988382,13.046565532684326
4,0.4276716741853773,0.8344623936077818,0.6797852852928964,0.41568919064468174,0.8596491228070176,0.7168264267459221,0.0009755282581475767,13.057739734649658
5,0.38338116555758933,0.8467952058363731,0.7203014471682677,0.407861349732872,0.8556618819776715,0.7095055378252824,0.0009619397662556432,13.259109497070312
6,0.35033222729854957,0.8627757512593365,0.7832146275063613,0.37697408972768504,0.8620414673046252,0.7315870381934522,0.0009455032620941838,12.963955640792847
7,0.29008175345972137,0.8912628104915755,0.8437314000032186,0.4793775176044191,0.8452950558213717,0.6903594280070425,0.000926320082177046,13.166332721710205
8,0.2759342801918767,0.8975160673962133,0.8548565017148713,0.30242271454740416,0.8851674641148325,0.8003753373352245,0.0009045084971874736,13.214256763458252
9,0.2516494051996403,0.9022060100746917,0.8665556794553998,0.2699621024213292,0.8947368421052632,0.829426433915212,0.0008802029828000154,13.283086061477661
10,0.23069063554533617,0.9060274448497482,0.8794368891684412,0.24615649904452705,0.8939393939393939,0.8413146915305415,0.0008535533905932736,13.119386672973633
11,0.23007773825520544,0.9081118638179607,0.8841954616347188,0.296684492985455,0.8811802232854864,0.8725824330233696,0.0008247240241650918,13.240708589553833
12,0.21016271624358884,0.9152336286260205,0.8983450644608506,0.2662055896616658,0.9027113237639554,0.8531365294532189,0.0007938926261462365,12.996439933776855
13,0.19427581061313856,0.9216605871113427,0.9059525105321294,0.28550646822911463,0.9130781499202552,0.8668934027824271,0.0007612492823579742,13.097545146942139
14,0.21027312428665096,0.9174917491749175,0.902213025422073,0.2816240132030284,0.879585326953748,0.8707014562423128,0.0007269952498697732,12.965328931808472
15,0.1995212445454567,0.9190550634010769,0.9012335737823594,0.3070945956921012,0.8676236044657097,0.8641415156649341,0.0006913417161825447,12.995956420898438
16,0.17580223759056815,0.9275664408546118,0.915880224695299,0.18847076486509465,0.9226475279106858,0.8973866443957268,0.0006545084971874736,12.916332244873047
17,0.1774178354229098,0.9279138440159805,0.9170020871813076,0.1850934572268331,0.9242424242424242,0.9060024345629829,0.0006167226819279527,13.03733515739441
18,0.15439909631093593,0.9386833420184124,0.9281091939640863,0.2818101174105256,0.8652312599681021,0.871641935231344,0.0005782172325201154,13.143514633178711
19,0.16861461547124254,0.9310404724682995,0.9209183990415458,0.20057287048496472,0.9210526315789473,0.8940219496449322,0.0005392295478639224,13.090587377548218
20,0.1422492273854613,0.9445891957616814,0.9363549984489193,0.15114894022339245,0.9338118022328549,0.9125485409078373,0.0004999999999999999,13.931623935699463
21,0.1326453501883741,0.9487580336981066,0.9421562278510995,0.27132731009210853,0.8516746411483254,0.870908039329092,0.0004607704521360775,13.226474285125732
22,0.1329985010151816,0.9484106305367379,0.9425948497231857,0.16495218967214564,0.9274322169059012,0.9168108416948167,0.0004217827674798846,13.030134439468384
23,0.12872674582121335,0.9506687510856349,0.945245042195612,0.17216042238469584,0.9258373205741627,0.8998448360150487,0.0003832773180720472,13.179148435592651
24,0.11702265795944714,0.9544901858606913,0.9503346969312316,0.1446039423551128,0.937799043062201,0.9260970744680851,0.0003454915028125262,13.053108930587769
25,0.11406693541953936,0.9576168143130103,0.9530495794336298,0.16241534683163436,0.9322169059011164,0.9126269400268251,0.00030865828381745506,13.01463270187378
