epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,1.0797465702369526,0.6229790161678707,0.34431862305957056,0.7417276226922845,0.7169059011164274,0.5123492987287457,0.000998458666866564,1.014672040939331
2,0.6342356104210229,0.7653938768489852,0.6310448958792247,0.39512407456478627,0.886762360446571,0.8493673598143032,0.0009938441702975688,0.5229463577270508
3,0.4344650394919815,0.8309253525971793,0.7599179725925115,0.39221016751331955,0.8891547049441786,0.8540681384364948,0.0009861849601988382,0.53877854347229
4,0.3414655837727282,0.8711730306157551,0.8266344716883881,0.2755071592340439,0.8955342902711324,0.8605951245216704,0.0009755282581475767,0.5385861396789551
5,0.285547534066006,0.8857929136566908,0.8492512432889361,0.2909211949155662,0.8955342902711324,0.8622433567082596,0.0009619397662556432,0.5113344192504883
6,0.2547445019106706,0.8959408324733402,0.8734956747443796,0.20288344816062628,0.9178628389154705,0.896210810785897,0.0009455032620941838,0.5239439010620117
7,0.21136928873862604,0.9153766769865841,0.8962543067036315,0.22993061234030807,0.9059011164274322,0.8818554412628586,0.000926320082177046,0.5142562389373779
8,0.20502531200924157,0.9170966632266941,0.8997471430865366,0.18507453469497165,0.919457735247209,0.9020453267542439,0.0009045084971874736,0.527534008026123
9,0.20933184980587488,0.9183006535947712,0.8985007794450957,0.2098635471881957,0.9114832535885168,0.8869804340068024,0.0008802029828000154,0.5116314888000488
10,0.17282722937535863,0.9277605779153767,0.9143247115474769,0.23145967235928327,0.9130781499202552,0.8891857400718806,0.0008535533905932736,0.518552303314209
11,0.17336025120037546,0.9258685930512556,0.9101082193520464,0.2272994572228412,0.9011164274322169,0.8821341424207809,0.0008247240241650918,0.5269105434417725
12,0.14314193434892833,0.9427244582043344,0.9332196088649597,0.1979622038072376,0.9138755980861244,0.8973762422825731,0.0007938926261462365,0.5174412727355957
13,0.1284121538678682,0.9475404196766426,0.9413347737368856,0.19685096293984894,0.9082934609250398,0.8917180296230471,0.0007612492823579742,0.5274810791015625
14,0.11026864058277555,0.957688338493292,0.9520385770642149,0.255598630851203,0.916267942583732,0.8951825654706593,0.0007269952498697732,0.5265042781829834
15,0.11223819428471138,0.9545923632610939,0.9478092058979712,0.19843658352897545,0.916267942583732,0.8987413107106207,0.0006913417161825447,0.5215821266174316
16,0.09832516418706522,0.9625042999656003,0.9574212002324218,0.2505161777299129,0.9090909090909091,0.8860852399714332,0.0006545084971874736,0.5221178531646729
