test_sample_idx,true_class,pred_class,pred_prob,true_prob,ch1_path,col_index,seg_idx,speed_pct
170,healthy 1,bearing bpfo 3,0.5210509801704286,0.4244220060731162,C:\Project Work\Denoised\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,5,56,
688,healthy 1,bearing bpfo 3,0.5337491781273076,0.36626250352320394,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,4,
689,healthy 1,bearing bpfo 3,0.6749873893496146,0.28151177658624493,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,5,
690,healthy 1,bearing bpfo 3,0.6271417147326886,0.31986144216229395,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,6,
715,healthy 1,bearing bpfo 3,0.6056960789133401,0.3270443482162777,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,31,
716,healthy 1,bearing bpfo 3,0.5312349996321929,0.3930502694944308,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,32,
718,healthy 1,bearing bpfo 3,0.5390301729465152,0.37805362083270805,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,34,
719,healthy 1,bearing bpfo 3,0.6065333184754763,0.3650261215131496,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,35,
720,healthy 1,bearing bpfo 3,0.6520201051262057,0.33085997496303654,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,36,
721,healthy 1,bearing bpfo 3,0.5776317365829655,0.3608397662393066,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,37,
727,healthy 1,bearing bpfo 3,0.4887990296291416,0.40718010187737097,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,43,
728,healthy 1,bearing bpfo 3,0.6425273882415916,0.31025456312815125,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,44,
729,healthy 1,bearing bpfo 3,0.6235503373341191,0.33642369217466317,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,45,
730,healthy 1,bearing bpfo 3,0.6106887182024429,0.3314724801585623,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,46,
731,healthy 1,bearing bpfo 3,0.6172172222759466,0.3345962161028469,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,47,
737,healthy 1,bearing bpfo 3,0.5905961026010584,0.35062760470428533,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,53,
739,healthy 1,bearing bpfo 3,0.5052634601669325,0.4054958905683809,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,55,
740,healthy 1,bearing bpfo 3,0.5688397969962873,0.3602115712519478,C:\Project Work\Denoised\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,16,56,
