epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.5990032279536533,0.7536979704162367,0.4964078290949234,0.5988867366523073,0.7727272727272727,0.557471264367816,0.000998458666866564,8.785401105880737
2,0.49746569069464425,0.8051255589955281,0.6331773002001407,1.7649367417445023,0.3532695374800638,0.25030165100056556,0.0009938441702975688,3.989177942276001
3,0.4393477294098113,0.8288613691090472,0.7080914206131533,0.4074458766021607,0.8484848484848485,0.6975820554210385,0.0009861849601988382,4.000682830810547
4,0.41197832823209757,0.8393532851737187,0.7342155043027062,0.3655223036793906,0.84688995215311,0.7011608774456792,0.0009755282581475767,4.002728462219238
5,0.4060891689325798,0.8402132782937737,0.7414000129277458,0.7040504199798788,0.759170653907496,0.5356505599284334,0.0009619397662556432,4.0151331424713135
6,0.37507514759647015,0.846233230134159,0.7689161843914101,0.569459656514881,0.8636363636363636,0.7241379310344828,0.0009455032620941838,4.037917137145996
7,0.351717255109973,0.8534571723426213,0.7879832599144089,0.36952210470894425,0.8516746411483254,0.7890457233477471,0.000926320082177046,4.037993431091309
8,0.3184572259790101,0.867561059511524,0.8249179294079207,0.6621191622347733,0.6355661881977671,0.6980449728672786,0.0009045084971874736,4.047597169876099
9,0.3076982281340903,0.8747850017199862,0.8374357146303552,0.9758880675497036,0.6156299840510366,0.7215740708228725,0.0008802029828000154,4.0493879318237305
10,0.279529556006675,0.8828689370485037,0.8580841551743505,0.3183150617515318,0.8588516746411483,0.8026992076770848,0.0008535533905932736,4.0654823780059814
11,0.24356484925742816,0.8957688338493293,0.878745248564969,1.12768015507876,0.7105263157894737,0.4463335892438827,0.0008247240241650918,4.056610107421875
12,0.2315402888979008,0.913484692122463,0.903506864640917,1.1898537418987762,0.5789473684210527,0.6719042754044322,0.0007938926261462365,4.0474183559417725
13,0.18160861087524074,0.9299965600275197,0.92630625412626,0.369213005572322,0.8532695374800638,0.8337085777707309,0.0007612492823579742,4.051222562789917
14,0.17931811289562571,0.9282765737874097,0.9224251972931032,2.800602178040304,0.3883572567783094,0.5541802533493707,0.0007269952498697732,4.05561375617981
15,0.16685855159511015,0.9344685242518059,0.9326503962386403,0.6014050894564106,0.7934609250398724,0.6588276908401223,0.0006913417161825447,4.064028263092041
16,0.11573144916917887,0.9528723770209838,0.9520230763124051,0.6883171009664028,0.751993620414673,0.8137722105423503,0.0006545084971874736,4.055030584335327
17,0.08891958901469635,0.9671482628138975,0.9670919996007173,0.5327378956335886,0.8628389154704944,0.7473684210526317,0.0006167226819279527,4.098998069763184
18,0.08190972757813116,0.9695562435500515,0.9698161844396974,1.4744295179369515,0.7767145135566188,0.6300730421033187,0.0005782172325201154,4.278100252151489
19,0.08356823252419815,0.9685242518059856,0.9686059087838489,0.5336756824116662,0.8644338118022329,0.738037307380373,0.0005392295478639224,4.257848262786865
20,0.05823477968127612,0.9771241830065359,0.9762648640408792,0.7511266804815669,0.8118022328548644,0.7999628238967991,0.0004999999999999999,4.251919746398926
21,0.03930938498882399,0.9853801169590644,0.98554175161157,0.7306283758018828,0.8811802232854864,0.7841560694192508,0.0004607704521360775,4.216695070266724
