test_sample_idx,true_class,pred_class,pred_prob,true_prob,ch1_path,col_index,seg_idx,speed_pct
1140,bearing bpfo 3,healthy 1,0.8680671718124727,0.126243739981181,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,0,
1141,bearing bpfo 3,healthy 1,0.8501403325102171,0.14447805593436383,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,1,
1143,bearing bpfo 3,healthy 1,0.7209136174996096,0.26838819401776076,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,3,
1144,bearing bpfo 3,healthy 1,0.8338412572510003,0.15845425282119452,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,4,
1145,bearing bpfo 3,healthy 1,0.6621746099421619,0.3336401250988692,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,5,
1146,bearing bpfo 3,healthy 1,0.7890351201901076,0.19834926581041595,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,6,
1147,bearing bpfo 3,healthy 1,0.7687862282707555,0.2253937760054664,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,7,
1148,bearing bpfo 3,healthy 1,0.9601573062410826,0.03542553725576663,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,8,
1149,bearing bpfo 3,healthy 1,0.905310739513505,0.0916692316189272,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,9,
1150,bearing bpfo 3,healthy 1,0.8834902935004836,0.10515986144366009,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,10,
1151,bearing bpfo 3,healthy 1,0.8123609374270331,0.17976736026334214,C:\Project Work\Denoised\Motor-2\100\bearing bpfo 3\Electric_Motor-2_100_time-bearing bpfo 3-ch1.csv,5,11,
