epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_time_s
1,0.5713329934216589,0.7694980024318221,0.5183118475598227,0.6389310571945835,0.7272727272727273,0.3908045977011494,0.000998458666866564,420.73473620414734
2,0.41957164104249467,0.8448844884488449,0.7154466231555859,2.1695691086648945,0.7272727272727273,0.3908045977011494,0.0009938441702975688,396.2474067211151
3,0.3932515000777255,0.8490533263852701,0.7372587215374709,2.4583394323999994,0.6244019138755981,0.3674540682414698,0.0009861849601988382,410.81905817985535
4,0.38630800500229995,0.8495744311273232,0.743140079588996,1.3171739121943569,0.7208931419457735,0.38721942950666355,0.0009755282581475767,427.8774251937866
5,0.35725471992883623,0.8594754212263331,0.7723329761206229,0.34043650695700584,0.8668261562998405,0.8301817402619822,0.0009619397662556432,428.2026312351227
6,0.330849973665088,0.8646864686468647,0.8019020186147421,0.361164686880728,0.8261562998405104,0.7859929215427937,0.0009455032620941838,426.24193358421326
7,0.33673790408356935,0.8683342018412368,0.8057604532373068,0.48322409771656105,0.7926634768740032,0.6050681026290783,0.000926320082177046,418.94915676116943
8,0.3078876490370979,0.878408893520931,0.8281833583468674,0.29173170102175705,0.8835725677830941,0.8273085702427889,0.0009045084971874736,395.53754568099976
9,0.2995179990616776,0.8824040298766719,0.8408073066023012,0.3739055253303655,0.8245614035087719,0.7053318876232293,0.0008802029828000154,394.2764298915863
10,0.28659594250011095,0.8827514330380406,0.8469062308778921,0.677625869568274,0.6180223285486444,0.6863039514465785,0.0008535533905932736,394.9642150402069
11,0.28401328288102823,0.8903943025881536,0.85584292568213,0.31068373892589607,0.8620414673046252,0.7422962965382744,0.0008247240241650918,400.2710897922516
12,0.3051158829511444,0.8806670140698281,0.8245325022180754,0.8550213347861255,0.6116427432216905,0.6939085676410526,0.0007938926261462365,396.8741776943207
13,0.24116656261070624,0.9004689942678479,0.8772394363626366,0.27051160089520104,0.8740031897926634,0.7700674019607844,0.0007612492823579742,398.25951409339905
